id,first_name,last_name,gender,email,address,country,nationality,generation,date_of_birth,wealth_tier,net_worth_usd,monthly_income_usd,internet_frequency,monthly_internet_spend_usd,food_living_pct,tech_pct,lifestyle_pct,travel_pct,investment_pct,food_living_usd,tech_usd,lifestyle_usd,travel_usd,investment_usd
8707,Kieran,Ryan,male,kieran.ryan438.ie@gmail.com,"138 Fitzwilliam Sq, Limerick",ire,IE,millennial,1985-11-23,top_1,1495976.35,7479.88,always,825.28,18.12,12.71,22.21,12.28,34.68,1355.35,950.69,1661.28,918.53,2594.02
8708,Matthew,Smith,male,matthew.smith382.us@gmail.com,"55 Elm St, Chicago",usa,US,millennial,1995-11-14,top_25,357448.56,14297.94,once,55.84,51.22,9.02,16.17,9.24,14.35,7323.4,1289.67,2311.98,1321.13,2051.75
8709,Manon,Simon,female,manon.simon816.fr@gmail.com,"37 Boulevard Saint-Germain, Nice",fr,FR,millennial,1988-07-08,top_10,946726.64,11834.08,always,154.07,29.97,11.15,24.43,16.34,18.11,3546.67,1319.5,2891.07,1933.69,2143.15
8710,Darragh,Quinn,male,darragh.quinn311.ie@gmail.com,"199 Dame St, Limerick",ire,IE,millennial,1983-07-03,top_10,1185534.58,14819.18,always,289.22,22.42,10.31,21.95,21.11,24.21,3322.46,1527.86,3252.81,3128.33,3587.72
8711,Kimberly,Moore,female,kimberly.moore984.us@gmail.com,"119 Maple Dr, Phoenix",usa,US,boomer,1952-11-04,top_10,9900805.77,123760.07,once,216.28,31.56,12.57,18.33,13.09,24.45,39058.68,15556.64,22685.22,16200.19,30259.34
8712,Shan,Hu,female,shan.hu30.cn@gmail.com,"132 Zhongshan Ave, Chengdu",china,CN,boomer,1963-09-24,bottom_50,86108.46,8610.85,sometimes,8.7,82.3,7.4,5.47,4.83,0.0,7086.73,637.2,471.01,415.9,0.0
8713,Xue,Huang,female,xue.huang924.cn@gmail.com,"93 Xinhua St, Nanjing",china,CN,boomer,1955-07-03,top_1,1786386.73,8931.93,often,219.93,19.13,13.02,18.36,12.97,36.52,1708.68,1162.94,1639.9,1158.47,3261.94
8714,William,White,male,william.white619.us@gmail.com,"34 Hill St, Los Angeles",usa,US,boomer,1957-02-16,bottom_50,118115.21,11811.52,sometimes,15.46,73.15,4.52,15.7,6.63,0.0,8640.13,533.88,1854.41,783.1,0.0
8715,Qian,Ma,female,qian.ma943.cn@gmail.com,"133 Dongfeng Rd, Nanjing",china,CN,gen_z,1997-06-25,top_10,356253.91,4453.17,sometimes,82.93,27.69,23.21,27.74,12.12,9.24,1233.08,1033.58,1235.31,539.72,411.47
8716,Thomas,Thomas,male,thomas.thomas16.us@gmail.com,"198 Lake Dr, Phoenix",usa,US,millennial,1990-11-19,bottom_50,160355.86,16035.59,sometimes,21.06,85.3,5.89,2.95,5.86,0.0,13678.36,944.5,473.05,939.69,0.0
8717,Johan,Lindqvist,male,johan.lindqvist242.se@gmail.com,"26 Drottninggatan, Norrkoping",swe,SE,boomer,1949-09-07,bottom_50,285178.13,28517.81,once,15.79,75.0,6.9,13.22,4.88,0.0,21388.36,1967.73,3770.05,1391.67,0.0
8718,Amelie,Fournier,female,amelie.fournier389.fr@gmail.com,"180 Avenue Foch, Marseille",fr,FR,millennial,1991-05-05,top_10,497628.24,6220.35,sometimes,201.99,36.38,12.37,17.62,13.53,20.1,2262.96,769.46,1096.03,841.61,1250.29
8719,Michael,Miller,male,michael.miller809.us@gmail.com,"165 Lake Dr, New York",usa,US,millennial,1987-11-27,bottom_50,177395.97,17739.6,always,20.33,73.04,4.81,14.97,7.18,0.0,12957.0,853.27,2655.62,1273.7,0.0
8720,Zhi,Gao,female,zhi.gao65.cn@gmail.com,"3 Changan Ave, Beijing",china,CN,gen_z,1999-08-08,bottom_50,112899.79,11289.98,sometimes,6.4,73.0,12.62,13.63,0.75,0.0,8241.69,1424.8,1538.82,84.67,0.0
8721,Yu,Liu,female,yu.liu219.cn@gmail.com,"62 Changan Ave, Xi'an",china,CN,boomer,1962-08-03,bottom_50,78893.26,7889.33,sometimes,5.19,82.4,4.58,8.67,4.35,0.0,6500.81,361.33,684.0,343.19,0.0
8722,Yang,Chen,male,yang.chen403.cn@gmail.com,"113 Wangfujing St, Shenzhen",china,CN,gen_z,2006-11-15,bottom_50,99345.11,9934.51,sometimes,9.02,68.37,12.92,16.55,2.16,0.0,6792.22,1283.54,1644.16,214.59,0.0
8723,Mary,Johnson,female,mary.johnson357.us@gmail.com,"178 Oak Ave, Chicago",usa,US,boomer,1948-03-23,bottom_50,764243.92,76424.39,once,21.93,80.56,0.91,9.49,9.04,0.0,61567.49,695.46,7252.67,6908.76,0.0
8724,Manon,Richard,female,manon.richard230.fr@gmail.com,"112 Rue Nationale, Nice",fr,FR,millennial,1986-04-01,bottom_50,65736.99,6573.7,sometimes,17.87,78.31,5.15,13.05,3.49,0.0,5147.86,338.55,857.87,229.42,0.0
8725,Louis,Lefebvre,male,louis.lefebvre802.fr@gmail.com,"142 Rue Saint-Honore, Nice",fr,FR,millennial,1986-03-07,bottom_50,14183.06,1418.31,sometimes,6.41,76.11,3.26,10.79,9.84,0.0,1079.48,46.24,153.04,139.56,0.0
8726,Emily,Thompson,female,emily.thompson22.us@gmail.com,"199 Maple Dr, Chicago",usa,US,gen_z,2000-08-12,top_1,1953238.47,9766.19,always,929.64,16.32,16.66,24.4,10.89,31.73,1593.84,1627.05,2382.95,1063.54,3098.81
8727,Richard,Lopez,male,richard.lopez214.us@gmail.com,"134 Oak Ave, Chicago",usa,US,boomer,1958-01-01,bottom_50,976098.34,97609.83,once,11.38,82.7,3.59,9.34,4.37,0.0,80723.33,3504.19,9116.76,4265.55,0.0
8728,Daniel,Taylor,male,daniel.taylor334.us@gmail.com,"75 Maple Dr, San Diego",usa,US,boomer,1960-09-25,bottom_50,183192.84,18319.28,sometimes,12.69,81.52,0.11,12.55,5.82,0.0,14933.88,20.15,2299.07,1066.18,0.0
8729,Ashley,Thomas,female,ashley.thomas652.us@gmail.com,"104 Oak Ave, Phoenix",usa,US,boomer,1951-10-14,bottom_50,766668.48,76666.85,sometimes,14.74,78.43,5.34,9.82,6.41,0.0,60129.81,4094.01,7528.68,4914.35,0.0
8730,Olivia,Jones,female,olivia.jones418.uk@gmail.com,"164 Green Lane, Manchester",uk,GB,millennial,1994-03-07,bottom_50,266964.81,26696.48,always,15.14,67.03,8.77,18.37,5.83,0.0,17894.65,2341.28,4904.14,1556.4,0.0
8731,Ava,Roberts,female,ava.roberts329.uk@gmail.com,"69 Queens Ave, Liverpool",uk,GB,millennial,1994-11-08,bottom_50,62161.07,6216.11,often,9.76,72.8,6.21,11.28,9.71,0.0,4525.33,386.02,701.18,603.58,0.0
8732,Susan,Thompson,female,susan.thompson130.us@gmail.com,"172 Park Ave, Philadelphia",usa,US,gen_z,1998-07-12,bottom_50,21635.43,2163.54,often,8.07,77.69,8.36,9.68,4.27,0.0,1680.85,180.87,209.43,92.38,0.0
8733,Yu,Liu,female,yu.liu538.cn@gmail.com,"80 Changan Ave, Shanghai",china,CN,gen_z,1999-04-22,top_1,1363822.27,6819.11,often,388.33,20.92,23.38,28.8,7.98,18.92,1426.56,1594.31,1963.9,544.16,1290.18
8734,Tao,Zhou,male,tao.zhou473.cn@gmail.com,"63 Jiefang Rd, Hangzhou",china,CN,millennial,1982-05-01,bottom_50,58948.46,5894.85,often,6.56,78.9,10.44,6.79,3.87,0.0,4651.04,615.42,400.26,228.13,0.0
8735,Yan,Zhang,female,yan.zhang830.cn@gmail.com,"165 Zhongshan Ave, Nanjing",china,CN,millennial,1988-09-27,top_25,110973.17,4438.93,sometimes,13.65,43.29,12.47,25.75,4.48,14.01,1921.61,553.53,1143.02,198.86,621.89
8736,Mark,Taylor,male,mark.taylor345.us@gmail.com,"144 Oak Ave, San Jose",usa,US,millennial,1982-09-08,bottom_50,105124.81,10512.48,sometimes,16.79,75.36,8.47,11.62,4.55,0.0,7922.2,890.41,1221.55,478.32,0.0
8737,Jessica,Anderson,female,jessica.anderson635.us@gmail.com,"149 Lake Dr, Chicago",usa,US,millennial,1982-07-05,top_10,1263538.75,15794.23,once,254.64,42.61,10.71,15.06,12.26,19.36,6729.92,1691.56,2378.61,1936.37,3057.76
8738,Lucas,Roberts,male,lucas.roberts232.uk@gmail.com,"50 Church Rd, London",uk,GB,boomer,1950-10-10,top_25,1581093.71,63243.75,often,51.45,38.57,5.92,21.89,13.3,20.32,24393.11,3744.03,13844.06,8411.42,12851.13
8739,Pauline,Dubois,female,pauline.dubois241.fr@gmail.com,"61 Boulevard Haussmann, Marseille",fr,FR,gen_z,1999-03-12,top_10,219020.72,2737.76,always,206.17,38.1,11.52,23.83,9.99,16.56,1043.09,315.39,652.41,273.5,453.37
8740,Fang,Gao,male,fang.gao625.cn@gmail.com,"164 Renmin Rd, Suzhou",china,CN,gen_z,2001-08-21,top_25,251972.8,10078.91,sometimes,21.67,46.77,19.49,21.57,5.75,6.42,4713.91,1964.38,2174.02,579.54,647.07
8741,Zhen,Chen,female,zhen.chen481.cn@gmail.com,"170 Jiefang Rd, Shenzhen",china,CN,boomer,1957-12-19,top_10,300248.82,3753.11,once,124.63,27.47,16.04,13.71,17.05,25.73,1030.98,602.0,514.55,639.91,965.68
8742,Nancy,Hernandez,female,nancy.hernandez841.us@gmail.com,"8 Lake Dr, Chicago",usa,US,gen_z,2008-12-14,top_1,1872747.72,9363.74,always,944.71,11.72,10.38,25.45,16.81,35.64,1097.43,971.96,2383.07,1574.04,3337.24
8743,Pauline,Michel,female,pauline.michel624.fr@gmail.com,"186 Avenue Montaigne, Nantes",fr,FR,gen_z,1998-12-25,top_25,81765.28,3270.61,once,47.45,42.85,13.01,23.83,9.09,11.22,1401.46,425.51,779.39,297.3,366.96
8744,Daisy,Wilson,female,daisy.wilson194.uk@gmail.com,"38 Green Lane, Sheffield",uk,GB,boomer,1952-06-06,bottom_50,1226924.54,122692.45,often,21.82,76.71,2.36,12.27,8.66,0.0,94117.38,2895.54,15054.36,10625.17,0.0
8745,Elizabeth,Hernandez,female,elizabeth.hernandez376.us@gmail.com,"171 Maple Dr, New York",usa,US,boomer,1950-09-07,bottom_50,159640.78,15964.08,sometimes,19.08,76.73,5.76,9.81,7.7,0.0,12249.24,919.53,1566.08,1229.23,0.0
8746,Shan,Yang,female,shan.yang675.cn@gmail.com,"195 Zhongshan Ave, Chengdu",china,CN,gen_z,2002-08-10,bottom_50,57117.57,5711.76,once,3.18,76.91,12.76,9.65,0.68,0.0,4392.91,728.82,551.18,38.84,0.0
8747,Alfie,Thompson,male,alfie.thompson187.uk@gmail.com,"85 Green Lane, Leeds",uk,GB,boomer,1962-11-27,bottom_50,1128985.93,112898.59,often,10.71,76.34,1.75,13.04,8.87,0.0,86186.78,1975.73,14721.98,10014.1,0.0
8748,Lei,Li,male,lei.li151.cn@gmail.com,"117 Guanghua Rd, Nanjing",china,CN,millennial,1996-08-05,top_10,368600.13,4607.5,sometimes,64.41,33.91,18.3,20.66,12.33,14.8,1562.4,843.17,951.91,568.1,681.91
8749,William,Anderson,male,william.anderson436.us@gmail.com,"68 Cedar Ln, Houston",usa,US,millennial,1995-06-21,top_25,242863.14,9714.53,once,60.28,44.26,7.9,27.39,10.3,10.15,4299.65,767.45,2660.81,1000.6,986.02
8750,Freddie,Davies,male,freddie.davies7.uk@gmail.com,"124 Kings Rd, Manchester",uk,GB,millennial,1985-03-17,bottom_50,109597.28,10959.73,often,9.95,75.4,8.88,12.87,2.85,0.0,8263.64,973.22,1410.52,312.35,0.0
8751,Oliver,Jones,male,oliver.jones823.uk@gmail.com,"24 Victoria Rd, Manchester",uk,GB,millennial,1981-04-18,top_25,555210.56,22208.42,sometimes,54.63,33.79,7.52,27.17,13.53,17.99,7504.23,1670.07,6034.03,3004.8,3995.29
8752,Lily,Lewis,female,lily.lewis638.uk@gmail.com,"100 Queens Ave, Birmingham",uk,GB,boomer,1954-09-05,top_10,4696632.67,58707.91,always,213.99,26.39,9.53,20.61,19.62,23.85,15493.02,5594.86,12099.7,11518.49,14001.84
8753,Jessica,Miller,female,jessica.miller819.us@gmail.com,"161 Elm St, New York",usa,US,millennial,1986-01-19,top_1,4451874.13,22259.37,sometimes,1149.26,23.81,7.55,16.44,15.5,36.7,5299.96,1680.58,3659.44,3450.2,8169.19
8754,Emily,Thomas,female,emily.thomas74.us@gmail.com,"11 Maple Dr, Philadelphia",usa,US,gen_z,1997-02-23,top_25,64025.45,2561.02,once,47.36,45.72,9.22,29.96,9.24,5.86,1170.9,236.13,767.28,236.64,150.08
8755,Sarah,Garcia,female,sarah.garcia139.us@gmail.com,"114 Cedar Ln, Phoenix",usa,US,millennial,1987-09-01,top_10,1676013.23,20950.17,sometimes,281.91,32.54,16.51,22.0,10.95,18.0,6817.19,3458.87,4609.04,2294.04,3771.03
8756,Rong,Wang,female,rong.wang983.cn@gmail.com,"142 Nanjing Rd, Nanjing",china,CN,boomer,1954-10-20,top_25,137868.36,5514.73,once,27.35,47.67,11.19,7.4,12.38,21.36,2628.87,617.1,408.09,682.72,1177.95
8757,Andre,Dubois,male,andre.dubois965.fr@gmail.com,"32 Avenue Foch, Lyon",fr,FR,gen_z,2002-05-02,bottom_50,32194.5,3219.45,often,15.0,78.34,4.51,13.01,4.14,0.0,2522.12,145.2,418.85,133.29,0.0
8758,Emily,Brown,female,emily.brown19.uk@gmail.com,"125 Manor Rd, Manchester",uk,GB,boomer,1955-03-21,top_25,1826242.42,73049.7,often,34.5,42.76,4.97,23.18,13.43,15.66,31236.05,3630.57,16932.92,9810.57,11439.58
8759,Isla,Thompson,female,isla.thompson327.uk@gmail.com,"32 Station Rd, Bristol",uk,GB,gen_z,2006-08-18,top_25,99387.37,3975.49,sometimes,81.98,40.7,18.56,25.44,7.41,7.89,1618.02,737.85,1011.36,294.58,313.67
8760,Ting,Xu,female,ting.xu78.cn@gmail.com,"111 Nanjing Rd, Guangzhou",china,CN,gen_z,2002-12-13,top_10,599929.98,7499.12,often,66.99,24.89,17.81,22.5,17.12,17.68,1866.53,1335.59,1687.3,1283.85,1325.84
8761,Xue,Zhao,female,xue.zhao451.cn@gmail.com,"20 Guanghua Rd, Hangzhou",china,CN,millennial,1990-12-09,bottom_50,22668.29,2266.83,sometimes,6.88,74.4,11.9,10.62,3.08,0.0,1686.52,269.75,240.74,69.82,0.0
8762,Jing,Wu,female,jing.wu593.cn@gmail.com,"69 Wangfujing St, Hangzhou",china,CN,millennial,1986-09-15,bottom_50,26854.6,2685.46,always,8.55,81.71,9.23,7.43,1.63,0.0,2194.29,247.87,199.53,43.77,0.0
8763,Oliver,Wood,male,oliver.wood589.uk@gmail.com,"197 Park Rd, London",uk,GB,gen_z,1997-09-20,top_10,232542.45,2906.78,always,121.13,27.55,19.85,23.95,11.67,16.98,800.82,577.0,696.17,339.22,493.57
8764,Niamh,Lynch,female,niamh.lynch818.ie@gmail.com,"12 Baggot St, Swords",ire,IE,gen_z,1997-08-12,top_1,810197.91,4050.99,often,789.28,12.2,8.92,27.78,16.39,34.71,494.22,361.35,1125.37,663.96,1406.1
8765,Zhen,Zhou,male,zhen.zhou400.cn@gmail.com,"130 Zhongshan Ave, Beijing",china,CN,gen_z,2002-02-22,bottom_50,90592.03,9059.2,once,6.3,70.77,15.37,10.47,3.39,0.0,6411.2,1392.4,948.5,307.11,0.0
8766,Clement,Thomas,male,clement.thomas278.fr@gmail.com,"167 Boulevard Saint-Germain, Nice",fr,FR,boomer,1963-06-02,bottom_50,167922.84,16792.28,sometimes,13.89,81.46,0.35,8.57,9.62,0.0,13678.99,58.77,1439.1,1615.42,0.0
8767,Elisabeth,Karlsson,female,elisabeth.karlsson744.se@gmail.com,"165 Odengatan, Jonkoping",swe,SE,gen_z,2006-09-16,top_1,169068.05,845.34,always,1556.19,15.03,18.86,28.13,7.62,30.36,127.05,159.43,237.79,64.41,256.65
8768,Bo,Sun,male,bo.sun132.cn@gmail.com,"5 Huaihai Rd, Wuhan",china,CN,boomer,1964-08-17,top_1,1705887.0,8529.43,always,652.56,27.85,9.87,19.3,14.67,28.31,2375.45,841.85,1646.18,1251.27,2414.68
8769,Kenneth,Smith,male,kenneth.smith443.us@gmail.com,"176 Main St, San Antonio",usa,US,millennial,1995-03-05,top_10,2155989.45,26949.87,sometimes,341.78,29.83,13.44,23.13,10.77,22.83,8039.15,3622.06,6233.5,2902.5,6152.66
8770,Zhi,Zhou,female,zhi.zhou871.cn@gmail.com,"191 Guanghua Rd, Suzhou",china,CN,gen_z,2006-12-17,bottom_50,51294.2,5129.42,once,6.99,67.99,15.07,16.01,0.93,0.0,3487.49,773.0,821.22,47.7,0.0
8771,Nancy,Jones,female,nancy.jones662.us@gmail.com,"141 Lake Dr, Philadelphia",usa,US,millennial,1986-10-18,top_10,898660.51,11233.26,once,296.25,35.8,11.45,19.04,17.36,16.35,4021.51,1286.21,2138.81,1950.09,1836.64
8772,Donald,Jones,male,donald.jones475.us@gmail.com,"166 Main St, Los Angeles",usa,US,gen_z,1999-08-05,bottom_50,29626.18,2962.62,always,15.44,74.48,11.34,12.25,1.93,0.0,2206.56,335.96,362.92,57.18,0.0
8773,Harry,Jones,male,harry.jones440.uk@gmail.com,"84 Green Lane, Leeds",uk,GB,gen_z,1999-06-25,top_10,240473.65,3005.92,often,156.49,27.73,14.78,24.41,11.77,21.31,833.54,444.27,733.75,353.8,640.56
8774,Grace,White,female,grace.white325.uk@gmail.com,"125 Victoria Rd, Liverpool",uk,GB,gen_z,1998-11-21,bottom_50,24716.85,2471.68,often,14.48,72.55,10.12,13.01,4.32,0.0,1793.2,250.13,321.57,106.78,0.0
8775,Sarah,Martinez,female,sarah.martinez182.us@gmail.com,"80 Pine Rd, New York",usa,US,millennial,1984-02-05,bottom_50,10307.83,1030.78,once,13.79,74.56,7.66,12.74,5.04,0.0,768.55,78.96,131.32,51.95,0.0
8776,Xue,Liu,female,xue.liu987.cn@gmail.com,"129 Nanjing Rd, Shenzhen",china,CN,boomer,1959-01-19,top_25,214109.9,8564.4,once,26.66,51.75,8.52,15.79,9.65,14.29,4432.08,729.69,1352.32,826.46,1223.85
8777,Robert,Garcia,male,robert.garcia263.us@gmail.com,"83 Cedar Ln, Philadelphia",usa,US,millennial,1993-04-03,bottom_50,108433.66,10843.37,sometimes,16.72,90.09,0.05,7.85,2.01,0.0,9768.79,5.42,851.2,217.95,0.0
8778,Kenneth,Jones,male,kenneth.jones946.us@gmail.com,"48 Main St, Houston",usa,US,millennial,1981-02-09,top_1,4488869.98,22444.35,once,1506.74,16.28,11.58,22.7,15.85,33.59,3653.94,2599.06,5094.87,3557.43,7539.06
8779,Isabella,Smith,female,isabella.smith210.uk@gmail.com,"107 Manor Rd, Leicester",uk,GB,boomer,1950-04-11,bottom_50,339461.22,33946.12,once,17.9,77.29,0.02,12.58,10.11,0.0,26236.96,6.79,4270.42,3431.95,0.0
8780,Ting,Guo,female,ting.guo556.cn@gmail.com,"167 Zhongshan Ave, Xi'an",china,CN,boomer,1959-04-25,bottom_50,43481.03,4348.1,sometimes,5.54,84.45,7.8,0.1,7.65,0.0,3671.97,339.15,4.35,332.63,0.0
8781,Wilma,Gustafsson,female,wilma.gustafsson648.se@gmail.com,"138 Vasagatan, Helsingborg",swe,SE,gen_z,2006-02-10,bottom_50,1242.51,124.25,once,8.3,66.98,13.71,17.12,2.19,0.0,83.22,17.03,21.27,2.72,0.0
8782,Anthony,White,male,anthony.white111.us@gmail.com,"11 Park Ave, Phoenix",usa,US,gen_z,1997-10-19,top_10,434832.76,5435.41,often,261.62,28.72,14.12,28.4,16.52,12.24,1561.05,767.48,1543.66,897.93,665.29
8783,Hui,Ma,male,hui.ma459.cn@gmail.com,"26 Changan Ave, Nanjing",china,CN,gen_z,2002-01-02,bottom_50,90513.48,9051.35,once,6.55,73.42,11.15,13.3,2.13,0.0,6645.5,1009.23,1203.83,192.79,0.0
8784,Linda,Hernandez,female,linda.hernandez488.us@gmail.com,"155 Oak Ave, San Diego",usa,US,millennial,1989-05-18,top_10,2283289.59,28541.12,often,276.34,28.43,12.15,26.51,15.95,16.96,8114.24,3467.75,7566.25,4552.31,4840.57
8785,Gang,Lin,male,gang.lin826.cn@gmail.com,"134 Nanjing Rd, Nanjing",china,CN,millennial,1985-04-27,bottom_50,30557.87,3055.79,always,4.43,82.65,10.68,5.3,1.37,0.0,2525.61,326.36,161.96,41.86,0.0
8786,Yang,Guo,male,yang.guo789.cn@gmail.com,"191 Guanghua Rd, Suzhou",china,CN,gen_z,1998-06-25,top_1,803103.12,4015.52,often,371.97,19.48,18.53,17.17,13.46,31.36,782.22,744.08,689.46,540.49,1259.27
8787,Tao,Guo,male,tao.guo765.cn@gmail.com,"79 Guanghua Rd, Shanghai",china,CN,millennial,1984-08-28,top_25,134477.99,5379.12,sometimes,31.53,51.91,11.4,18.75,5.21,12.73,2792.3,613.22,1008.59,280.25,684.76
8788,George,Brown,male,george.brown943.uk@gmail.com,"141 Park Rd, Liverpool",uk,GB,boomer,1953-03-18,top_25,1612827.28,64513.09,often,46.74,45.31,5.88,10.45,13.67,24.69,29230.88,3793.37,6741.62,8818.94,15928.28
8789,Fang,Sun,male,fang.sun988.cn@gmail.com,"139 Changan Ave, Beijing",china,CN,boomer,1948-03-17,bottom_50,3605.39,360.54,sometimes,7.59,77.52,9.16,6.89,6.43,0.0,279.49,33.03,24.84,23.18,0.0
8790,Zhi,Zhou,female,zhi.zhou353.cn@gmail.com,"45 Huaihai Rd, Beijing",china,CN,gen_z,1998-09-25,top_1,1269681.49,6348.41,always,210.01,16.09,14.06,29.78,7.94,32.13,1021.46,892.59,1890.56,504.06,2039.74
8791,Wei,Zhou,male,wei.zhou97.cn@gmail.com,"135 Xinhua St, Beijing",china,CN,millennial,1982-07-16,top_25,90391.64,3615.67,always,14.7,33.68,18.18,21.49,12.06,14.59,1217.76,657.33,777.01,436.05,527.53
8792,Elisabeth,Nilsson,female,elisabeth.nilsson159.se@gmail.com,"162 Kungsgatan, Uppsala",swe,SE,boomer,1957-12-28,top_25,957607.8,38304.31,often,45.14,38.97,12.8,21.31,10.74,16.18,14927.19,4902.95,8162.65,4113.88,6197.64
8793,Eva,Bengtsson,female,eva.bengtsson93.se@gmail.com,"31 Sveavagen, Norrkoping",swe,SE,millennial,1991-11-17,top_10,273712.15,3421.4,always,158.63,32.13,18.73,21.33,11.03,16.78,1099.3,640.83,729.78,377.38,574.11
8794,Olivia,Jones,female,olivia.jones372.uk@gmail.com,"80 Victoria Rd, Manchester",uk,GB,gen_z,2005-01-04,top_1,681118.47,3405.59,always,963.53,13.82,16.93,28.89,2.39,37.97,470.65,576.57,983.87,81.39,1293.1
8795,Ashley,Davis,female,ashley.davis398.us@gmail.com,"107 Maple Dr, Los Angeles",usa,US,boomer,1961-06-23,bottom_50,198012.9,19801.29,sometimes,10.69,83.18,0.92,5.79,10.11,0.0,16470.71,182.17,1146.49,2001.91,0.0
8796,Nancy,Thompson,female,nancy.thompson450.us@gmail.com,"28 Maple Dr, San Jose",usa,US,millennial,1983-08-26,bottom_50,153840.43,15384.04,sometimes,23.32,73.26,5.93,12.94,7.87,0.0,11270.35,912.27,1990.69,1210.72,0.0
8797,Xue,Wu,female,xue.wu628.cn@gmail.com,"143 Nanjing Rd, Wuhan",china,CN,boomer,1954-02-10,bottom_50,48868.08,4886.81,once,2.76,85.97,5.69,5.63,2.71,0.0,4201.19,278.06,275.13,132.43,0.0
8798,Darragh,O'Connor,male,darragh.oconnor505.ie@gmail.com,"125 Merrion Sq, Drogheda",ire,IE,millennial,1993-10-01,bottom_50,133246.72,13324.67,often,14.18,78.77,7.91,10.15,3.17,0.0,10495.84,1053.98,1352.45,422.39,0.0
8799,Jian,Huang,male,jian.huang261.cn@gmail.com,"54 Guanghua Rd, Guangzhou",china,CN,millennial,1984-09-17,top_1,462496.03,2312.48,always,296.55,21.23,14.22,17.9,14.13,32.52,490.94,328.83,413.93,326.75,752.02
8800,William,Hernandez,male,william.hernandez920.us@gmail.com,"33 Lake Dr, Houston",usa,US,gen_z,2003-05-07,bottom_50,15440.16,1544.02,often,15.39,72.85,7.72,15.49,3.94,0.0,1124.82,119.2,239.17,60.83,0.0
8801,Lucas,Jackson,male,lucas.jackson969.uk@gmail.com,"62 Church Rd, Edinburgh",uk,GB,boomer,1963-06-04,top_1,11357565.41,56787.83,always,926.21,19.12,9.01,19.73,17.8,34.34,10857.83,5116.58,11204.24,10108.23,19500.94
8802,Sara,Lindstrom,female,sara.lindstrom179.se@gmail.com,"79 Odengatan, Norrkoping",swe,SE,millennial,1991-06-26,top_1,1751202.49,8756.01,often,1011.67,18.28,12.85,20.5,9.87,38.5,1600.6,1125.15,1794.98,864.22,3371.06
8803,Zhen,Wu,female,zhen.wu625.cn@gmail.com,"35 Nanjing Rd, Wuhan",china,CN,boomer,1963-12-27,top_10,484723.02,6059.04,often,88.13,29.08,12.84,18.59,14.43,25.06,1761.97,777.98,1126.38,874.32,1518.4
8804,Jennifer,Hernandez,female,jennifer.hernandez782.us@gmail.com,"103 River Rd, Los Angeles",usa,US,millennial,1981-02-03,bottom_50,68027.29,6802.73,once,25.52,81.45,6.19,4.79,7.57,0.0,5540.82,421.09,325.85,514.97,0.0
8805,Fang,Zhang,male,fang.zhang637.cn@gmail.com,"200 Renmin Rd, Guangzhou",china,CN,gen_z,2007-10-23,top_25,153264.08,6130.56,always,34.76,40.48,18.2,26.77,4.88,9.67,2481.65,1115.76,1641.15,299.17,592.83
8806,Rui,Gao,male,rui.gao219.cn@gmail.com,"141 Wangfujing St, Hangzhou",china,CN,millennial,1985-07-17,bottom_50,51654.32,5165.43,often,10.93,77.99,11.22,8.36,2.43,0.0,4028.52,579.56,431.83,125.52,0.0
8807,Siobhan,Quinn,female,siobhan.quinn169.ie@gmail.com,"158 Fitzwilliam Sq, Limerick",ire,IE,boomer,1962-12-16,bottom_50,76202.76,7620.28,once,9.53,76.18,1.03,11.51,11.28,0.0,5805.13,78.49,877.09,859.57,0.0
8808,Betty,Taylor,female,betty.taylor293.us@gmail.com,"32 Maple Dr, Phoenix",usa,US,millennial,1995-02-09,top_25,433380.0,17335.2,often,94.64,42.47,6.81,24.9,10.51,15.31,7362.26,1180.53,4316.46,1821.93,2654.02
8809,Lily,Smith,female,lily.smith902.uk@gmail.com,"105 Green Lane, Bristol",uk,GB,boomer,1946-10-03,bottom_50,57592.03,5759.2,once,22.95,71.82,4.76,13.95,9.47,0.0,4136.26,274.14,803.41,545.4,0.0
8810,Peng,Wang,male,peng.wang226.cn@gmail.com,"96 Guanghua Rd, Nanjing",china,CN,boomer,1958-07-13,bottom_50,34756.53,3475.65,once,10.3,78.66,5.45,9.18,6.71,0.0,2733.95,189.42,319.06,233.22,0.0
8811,Deirdre,O'Brien,female,deirdre.obrien888.ie@gmail.com,"168 Fitzwilliam Sq, Drogheda",ire,IE,millennial,1985-05-02,bottom_50,283630.11,28363.01,always,17.28,81.98,3.52,10.24,4.26,0.0,23252.0,998.38,2904.37,1208.26,0.0
8812,Lisa,Wilson,female,lisa.wilson70.us@gmail.com,"190 Cedar Ln, New York",usa,US,gen_z,2007-01-23,top_25,116431.36,4657.25,sometimes,52.29,30.33,20.71,25.32,9.87,13.77,1412.54,964.52,1179.22,459.67,641.3
8813,Michael,Jackson,male,michael.jackson104.us@gmail.com,"104 Oak Ave, Houston",usa,US,gen_z,1998-01-19,top_25,84745.34,3389.81,always,41.64,38.52,11.95,24.6,11.69,13.24,1305.75,405.08,833.89,396.27,448.81
