id,first_name,last_name,gender,email,address,country,generation,wealth_tier,net_worth_usd,monthly_income_usd,internet_frequency,monthly_internet_spend_usd,food_living_pct,tech_pct,lifestyle_pct,travel_pct,investment_pct,food_living_usd,tech_usd,lifestyle_usd,travel_usd,investment_usd
6758,Jeanne,Bertrand,female,jeanne.bertrand468.fr@gmail.com,"12 Rue de Passy, Nantes",fr,boomer,bottom_50,561746.42,56174.64,sometimes,12.57,75.91,3.5,13.44,7.15,0.0,42642.17,1966.11,7549.87,4016.49,0.0
6759,Mattias,Jakobsson,male,mattias.jakobsson783.se@gmail.com,"131 Vasagatan, Stockholm",swe,millennial,bottom_50,15861.25,1586.12,sometimes,23.32,73.18,8.05,14.39,4.38,0.0,1160.72,127.68,228.24,69.47,0.0
6760,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,gen_z,top_1,143196.87,715.98,always,1071.33,3.4,17.05,28.11,10.97,40.47,24.34,122.07,201.26,78.54,289.76
6761,Kieran,Smith,male,kieran.smith250.ie@gmail.com,"62 South Circular Rd, Limerick",ire,gen_z,top_25,83948.19,3357.93,once,71.8,45.6,16.92,20.66,8.23,8.59,1531.22,568.16,693.75,276.36,288.45
6762,Yang,Xu,male,yang.xu248.cn@gmail.com,"52 Dongfeng Rd, Guangzhou",china,boomer,top_25,151284.45,6051.38,always,17.61,43.65,12.25,16.44,16.44,11.22,2641.43,741.29,994.85,994.85,678.96
6763,Peng,Lin,male,peng.lin993.cn@gmail.com,"50 Renmin Rd, Suzhou",china,gen_z,bottom_50,117919.25,11791.92,once,3.0,74.14,13.84,10.67,1.35,0.0,8742.53,1632.0,1258.2,159.19,0.0
6764,Hao,Li,male,hao.li702.cn@gmail.com,"8 Guanghua Rd, Chengdu",china,millennial,bottom_50,43457.83,4345.78,once,6.81,74.62,7.92,12.28,5.18,0.0,3242.82,344.19,533.66,225.11,0.0
6765,Emily,Anderson,female,emily.anderson334.us@gmail.com,"95 Hill St, Chicago",usa,millennial,bottom_50,29555.8,2955.58,once,18.4,80.92,7.54,6.79,4.75,0.0,2391.66,222.85,200.68,140.39,0.0
6766,Mary,Davis,female,mary.davis611.us@gmail.com,"34 Elm St, New York",usa,millennial,bottom_50,12120.49,1212.05,once,26.15,78.08,11.39,7.93,2.6,0.0,946.37,138.05,96.12,31.51,0.0
6767,Thomas,Davis,male,thomas.davis310.us@gmail.com,"154 Park Ave, Houston",usa,gen_z,top_10,226668.3,2833.35,always,304.16,22.38,21.87,28.24,12.76,14.75,634.1,619.65,800.14,361.54,417.92
6768,Rong,Zhu,female,rong.zhu752.cn@gmail.com,"41 Huaihai Rd, Xi'an",china,millennial,top_25,103324.01,4132.96,sometimes,21.54,48.47,15.08,15.96,6.12,14.37,2003.25,623.25,659.62,252.94,593.91
6769,Michael,Taylor,male,michael.taylor264.us@gmail.com,"97 Cedar Ln, San Antonio",usa,millennial,bottom_50,106605.18,10660.52,sometimes,19.18,73.89,6.52,12.53,7.06,0.0,7877.06,695.07,1335.76,752.63,0.0
6770,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,millennial,bottom_50,43195.38,4319.54,often,17.24,72.85,9.73,11.88,5.54,0.0,3146.78,420.29,513.16,239.3,0.0
6771,Lola,Jones,female,lola.jones597.uk@gmail.com,"145 Victoria Rd, Glasgow",uk,millennial,bottom_50,20301.85,2030.18,sometimes,21.39,77.36,7.37,10.33,4.94,0.0,1570.55,149.62,209.72,100.29,0.0
6772,Linda,Smith,female,linda.smith847.us@gmail.com,"49 Cedar Ln, Houston",usa,gen_z,top_10,431283.23,5391.04,often,107.63,28.22,19.49,21.03,15.58,15.68,1521.35,1050.71,1133.74,839.92,845.32
6773,Emily,Miller,female,emily.miller889.us@gmail.com,"67 Maple Dr, San Jose",usa,millennial,bottom_50,5717.23,571.72,often,9.79,78.19,3.15,11.11,7.55,0.0,447.03,18.01,63.52,43.16,0.0
6774,Zhen,Yang,male,zhen.yang463.cn@gmail.com,"48 Xinhua St, Hangzhou",china,boomer,bottom_50,30208.66,3020.87,once,8.83,81.33,4.8,9.84,4.03,0.0,2456.87,145.0,297.25,121.74,0.0
6775,Sorcha,McLoughlin,female,sorcha.mcloughlin237.ie@gmail.com,"3 Fitzwilliam Sq, Dundalk",ire,gen_z,top_25,85924.94,3437.0,once,56.11,37.38,13.39,30.77,6.12,12.34,1284.75,460.21,1057.56,210.34,424.13
6776,Linda,Garcia,female,linda.garcia823.us@gmail.com,"161 Oak Ave, San Antonio",usa,boomer,top_25,2849094.57,113963.78,often,61.51,45.74,2.56,18.91,11.65,21.14,52127.03,2917.47,21550.55,13276.78,24091.94
6777,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,millennial,top_25,239671.86,9586.87,sometimes,66.18,33.57,11.51,24.01,12.09,18.82,3218.31,1103.45,2301.81,1159.05,1804.25
6778,Betty,Lopez,female,betty.lopez687.us@gmail.com,"161 Lake Dr, San Diego",usa,millennial,top_25,236625.59,9465.02,once,84.31,40.14,12.15,21.4,10.48,15.83,3799.26,1150.0,2025.51,991.93,1498.31
6779,Jessica,White,female,jessica.white607.us@gmail.com,"49 Cedar Ln, Philadelphia",usa,boomer,bottom_50,841475.83,84147.58,once,26.12,75.59,2.0,13.28,9.13,0.0,63607.16,1682.95,11174.8,7682.67,0.0
6780,Zhi,Zhang,female,zhi.zhang593.cn@gmail.com,"176 Guanghua Rd, Guangzhou",china,millennial,top_25,113047.39,4521.9,always,27.72,42.74,11.5,20.02,11.65,14.09,1932.66,520.02,905.28,526.8,637.14
6781,Na,Yang,female,na.yang64.cn@gmail.com,"146 Xinhua St, Hangzhou",china,millennial,top_25,103147.98,4125.92,sometimes,27.2,57.51,13.33,14.44,6.3,8.42,2372.82,549.99,595.78,259.93,347.4
6782,Sophie,Petit,female,sophie.petit757.fr@gmail.com,"134 Boulevard Saint-Germain, Paris",fr,gen_z,top_1,317646.4,1588.23,always,531.22,17.5,10.61,26.04,14.34,31.51,277.94,168.51,413.58,227.75,500.45
6783,Kimberly,Anderson,female,kimberly.anderson793.us@gmail.com,"187 Elm St, Philadelphia",usa,millennial,top_25,376704.51,15068.18,always,75.41,41.54,12.34,15.18,13.99,16.95,6259.32,1859.41,2287.35,2108.04,2554.06
6784,Lisa,Smith,female,lisa.smith925.us@gmail.com,"163 Cedar Ln, San Antonio",usa,millennial,top_1,3112227.06,15561.14,often,854.61,20.26,11.95,17.73,13.2,36.86,3152.69,1859.56,2758.99,2054.07,5735.84
6785,Dorothy,Moore,female,dorothy.moore554.us@gmail.com,"146 Elm St, New York",usa,millennial,bottom_50,50059.56,5005.96,once,12.86,82.34,6.83,4.8,6.03,0.0,4121.91,341.91,240.29,301.86,0.0
6786,Ashley,Moore,female,ashley.moore221.us@gmail.com,"94 River Rd, Phoenix",usa,millennial,top_10,2285326.55,28566.58,always,212.46,28.92,13.41,20.0,20.72,16.95,8261.45,3830.78,5713.32,5919.0,4842.04
6787,Oisin,Smith,male,oisin.smith533.ie@gmail.com,"128 North Circular Rd, Swords",ire,millennial,bottom_50,263073.41,26307.34,always,19.67,80.19,7.35,10.85,1.61,0.0,21095.86,1933.59,2854.35,423.55,0.0
6788,Ming,Sun,male,ming.sun231.cn@gmail.com,"90 Zhongshan Ave, Beijing",china,gen_z,bottom_50,27483.68,2748.37,often,3.84,74.36,10.5,13.72,1.42,0.0,2043.69,288.58,377.08,39.03,0.0
6789,Yan,Zhou,female,yan.zhou86.cn@gmail.com,"93 Guanghua Rd, Beijing",china,millennial,top_1,846456.92,4232.28,always,251.67,22.72,13.7,16.8,13.41,33.37,961.57,579.82,711.02,567.55,1412.31
6790,Liam,Williams,male,liam.williams877.uk@gmail.com,"162 Park Rd, Leicester",uk,millennial,bottom_50,33880.34,3388.03,sometimes,14.42,84.56,6.24,6.85,2.35,0.0,2864.92,211.41,232.08,79.62,0.0
6791,Ciara,Ryan,female,ciara.ryan429.ie@gmail.com,"189 Baggot St, Limerick",ire,gen_z,bottom_50,40088.93,4008.89,sometimes,17.56,72.34,10.54,14.3,2.82,0.0,2900.03,422.54,573.27,113.05,0.0
6792,Patrick,Quinn,male,patrick.quinn917.ie@gmail.com,"122 Dame St, Kilkenny",ire,millennial,bottom_50,190223.43,19022.34,once,13.38,72.13,5.55,15.36,6.96,0.0,13720.81,1055.74,2921.83,1323.95,0.0
6793,Wei,Zhu,male,wei.zhu956.cn@gmail.com,"58 Zhongshan Ave, Shenzhen",china,boomer,bottom_50,67866.04,6786.6,once,6.79,81.56,8.97,7.36,2.11,0.0,5535.15,608.76,499.49,143.2,0.0
6794,Wei,Liu,male,wei.liu646.cn@gmail.com,"130 Huaihai Rd, Nanjing",china,millennial,bottom_50,18971.63,1897.16,sometimes,7.28,78.35,8.15,9.02,4.48,0.0,1486.42,154.62,171.12,84.99,0.0
6795,Anders,Pettersson,male,anders.pettersson661.se@gmail.com,"29 Storgatan, Helsingborg",swe,millennial,bottom_50,17624.7,1762.47,once,28.62,79.3,9.08,8.33,3.29,0.0,1397.64,160.03,146.81,57.99,0.0
6796,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,millennial,top_1,1906125.73,9530.63,always,1346.73,25.36,5.75,22.59,18.76,27.54,2416.97,548.01,2152.97,1787.95,2624.74
6797,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,ire,millennial,bottom_50,148004.43,14800.44,once,21.06,69.22,5.55,15.8,9.43,0.0,10244.86,821.42,2338.47,1395.68,0.0
6798,Alice,Olsson,female,alice.olsson545.se@gmail.com,"193 Sveavagen, Uppsala",swe,millennial,top_10,727644.61,9095.56,often,302.99,33.78,15.91,18.32,16.44,15.55,3072.48,1447.1,1666.31,1495.31,1414.36
6799,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,gen_z,bottom_50,22739.9,2273.99,once,7.01,70.81,9.62,17.47,2.1,0.0,1610.21,218.76,397.27,47.75,0.0
6800,Margaret,White,female,margaret.white839.us@gmail.com,"197 Elm St, Los Angeles",usa,gen_z,top_25,159888.46,6395.54,sometimes,61.8,40.79,10.37,24.67,9.56,14.61,2608.74,663.22,1577.78,611.41,934.39
6801,Sara,Jonsson,female,sara.jonsson950.se@gmail.com,"16 Hornsgatan, Uppsala",swe,millennial,bottom_50,56092.57,5609.26,once,16.87,79.94,7.82,9.02,3.22,0.0,4484.04,438.64,505.96,180.62,0.0
6802,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,millennial,top_25,460046.59,18401.86,sometimes,51.23,48.34,8.27,17.83,12.74,12.82,8895.46,1521.83,3281.05,2344.4,2359.12
6803,Barbara,Taylor,female,barbara.taylor226.us@gmail.com,"154 Lake Dr, Chicago",usa,millennial,top_25,453862.23,18154.49,often,69.02,46.43,7.64,19.38,10.97,15.58,8429.13,1387.0,3518.34,1991.55,2828.47
6804,Filip,Johansson,male,filip.johansson986.se@gmail.com,"38 Birger Jarlsgatan, Uppsala",swe,gen_z,top_10,36667.63,458.35,always,236.93,33.5,14.79,26.0,11.78,13.93,153.55,67.79,119.17,53.99,63.85
6805,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,ire,gen_z,top_10,147458.3,1843.23,often,207.61,29.6,21.64,27.42,11.34,10.0,545.6,398.87,505.41,209.02,184.32
6806,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,gen_z,bottom_50,22304.52,2230.45,sometimes,16.04,70.06,7.16,21.24,1.54,0.0,1562.65,159.7,473.75,34.35,0.0
6807,Ida,Olsson,female,ida.olsson165.se@gmail.com,"119 Karlavagen, Vasteras",swe,boomer,bottom_50,244685.59,24468.56,once,15.03,80.37,3.18,10.53,5.92,0.0,19665.38,778.1,2576.54,1448.54,0.0
6808,Fang,Luo,female,fang.luo815.cn@gmail.com,"94 Zhongshan Ave, Nanjing",china,boomer,top_25,210772.34,8430.89,sometimes,23.26,46.95,9.72,11.95,8.23,23.15,3958.3,819.48,1007.49,693.86,1951.75
6809,Nancy,Thompson,female,nancy.thompson590.us@gmail.com,"70 Park Ave, San Jose",usa,millennial,bottom_50,157813.83,15781.38,once,19.17,82.47,3.0,9.43,5.1,0.0,13014.9,473.44,1488.18,804.85,0.0
6810,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,boomer,top_10,3423746.16,42796.83,often,115.18,29.29,7.19,21.58,19.05,22.89,12535.19,3077.09,9235.56,8152.8,9796.19
6811,Hanna,Lindstrom,female,hanna.lindstrom905.se@gmail.com,"195 Drottninggatan, Uppsala",swe,gen_z,top_25,13305.57,532.22,often,41.38,42.48,11.54,28.35,3.58,14.05,226.09,61.42,150.88,19.05,74.78
6812,Dorothy,Johnson,female,dorothy.johnson997.us@gmail.com,"89 Cedar Ln, San Antonio",usa,gen_z,bottom_50,9242.09,924.21,often,18.08,77.6,8.84,13.29,0.27,0.0,717.19,81.7,122.83,2.5,0.0
6813,David,Williams,male,david.williams409.us@gmail.com,"13 Oak Ave, Dallas",usa,millennial,bottom_50,166074.34,16607.43,once,10.69,78.81,7.73,8.52,4.94,0.0,13088.32,1283.75,1414.95,820.41,0.0
6814,Yu,Xu,female,yu.xu977.cn@gmail.com,"176 Wangfujing St, Nanjing",china,millennial,bottom_50,18699.21,1869.92,sometimes,4.4,77.86,12.75,6.8,2.59,0.0,1455.92,238.41,127.15,48.43,0.0
6815,Kenneth,Wilson,male,kenneth.wilson534.us@gmail.com,"34 Elm St, San Antonio",usa,gen_z,bottom_50,5664.83,566.48,sometimes,13.99,73.1,10.67,12.89,3.34,0.0,414.1,60.44,73.02,18.92,0.0
6816,Yang,Zhou,male,yang.zhou278.cn@gmail.com,"77 Wangfujing St, Shenzhen",china,gen_z,bottom_50,50991.82,5099.18,once,6.58,71.38,18.75,9.81,0.06,0.0,3639.79,956.1,500.23,3.06,0.0
6817,Emily,Miller,female,emily.miller342.us@gmail.com,"146 Lake Dr, San Diego",usa,gen_z,bottom_50,14931.4,1493.14,once,18.91,76.71,9.7,9.57,4.02,0.0,1145.39,144.83,142.89,60.02,0.0
6818,Oisin,Moore,male,oisin.moore85.ie@gmail.com,"68 Merrion Sq, Galway",ire,gen_z,top_1,709011.92,3545.06,always,908.56,21.85,11.86,21.19,12.17,32.93,774.6,420.44,751.2,431.43,1167.39
6819,Karen,Miller,female,karen.miller100.us@gmail.com,"176 Park Ave, Chicago",usa,millennial,top_25,373209.14,14928.37,always,51.45,41.11,14.64,20.2,10.45,13.6,6137.05,2185.51,3015.53,1560.01,2030.26
6820,Betty,Anderson,female,betty.anderson94.us@gmail.com,"31 Lake Dr, Los Angeles",usa,millennial,bottom_50,85237.82,8523.78,sometimes,11.08,78.93,5.85,10.57,4.65,0.0,6727.82,498.64,900.96,396.36,0.0
6821,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,millennial,top_10,1220617.69,15257.72,once,208.45,31.42,10.42,25.14,17.68,15.34,4793.98,1589.85,3835.79,2697.56,2340.53
6822,Ying,Zhu,female,ying.zhu217.cn@gmail.com,"117 Guanghua Rd, Beijing",china,millennial,bottom_50,29020.07,2902.01,sometimes,8.92,75.9,8.91,10.91,4.28,0.0,2202.63,258.57,316.61,124.21,0.0
6823,Xue,Wu,female,xue.wu93.cn@gmail.com,"55 Changan Ave, Beijing",china,gen_z,bottom_50,90332.33,9033.23,once,5.51,73.17,16.25,7.8,2.78,0.0,6609.61,1467.9,704.59,251.12,0.0
6824,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,gen_z,bottom_50,40593.98,4059.4,sometimes,14.84,78.54,5.37,13.26,2.83,0.0,3188.25,217.99,538.28,114.88,0.0
6825,Ruby,Williams,female,ruby.williams865.uk@gmail.com,"159 Kings Rd, Bristol",uk,millennial,bottom_50,255002.25,25500.22,once,21.7,76.63,6.84,12.14,4.39,0.0,19540.82,1744.22,3095.73,1119.46,0.0
6826,Alice,Jansson,female,alice.jansson122.se@gmail.com,"83 Storgatan, Stockholm",swe,millennial,top_25,126488.6,5059.54,always,49.84,40.22,15.48,26.87,2.93,14.5,2034.95,783.22,1359.5,148.24,733.63
6827,Harry,Jackson,male,harry.jackson806.uk@gmail.com,"159 Station Rd, Sheffield",uk,gen_z,bottom_50,9466.38,946.64,sometimes,16.47,69.38,9.19,17.25,4.18,0.0,656.78,87.0,163.3,39.57,0.0
6828,Jing,Guo,female,jing.guo552.cn@gmail.com,"7 Wangfujing St, Beijing",china,boomer,bottom_50,5618.15,561.81,often,5.89,81.57,5.02,6.78,6.63,0.0,458.27,28.2,38.09,37.25,0.0
6829,Kevin,McLoughlin,male,kevin.mcloughlin574.ie@gmail.com,"160 North Circular Rd, Galway",ire,millennial,top_1,2643859.47,13219.3,always,520.24,15.07,9.63,32.15,14.33,28.82,1992.15,1273.02,4250.0,1894.33,3809.8
6830,Freya,Walker,female,freya.walker69.uk@gmail.com,"35 Church Rd, Manchester",uk,millennial,bottom_50,269471.36,26947.14,often,10.12,73.72,8.46,9.68,8.14,0.0,19865.43,2279.73,2608.48,2193.5,0.0
6831,Jian,Luo,male,jian.luo984.cn@gmail.com,"132 Huaihai Rd, Xi'an",china,millennial,top_10,325781.98,4072.27,often,140.81,34.16,15.53,15.77,10.56,23.98,1391.09,632.42,642.2,430.03,976.53
6832,Mei,Zhang,female,mei.zhang889.cn@gmail.com,"46 Huaihai Rd, Chengdu",china,gen_z,bottom_50,85573.68,8557.37,once,5.28,79.94,11.43,7.3,1.33,0.0,6840.76,978.11,624.69,113.81,0.0
6833,Emily,Taylor,female,emily.taylor888.us@gmail.com,"69 Oak Ave, San Diego",usa,millennial,bottom_50,63234.07,6323.41,sometimes,16.61,77.68,7.24,9.04,6.04,0.0,4912.02,457.81,571.64,381.93,0.0
6834,David,Wilson,male,david.wilson566.us@gmail.com,"143 Park Ave, Dallas",usa,gen_z,top_1,1406332.9,7031.66,often,1666.12,11.71,4.89,23.05,16.65,43.7,823.41,343.85,1620.8,1170.77,3072.84
6835,Marcus,Svensson,male,marcus.svensson999.se@gmail.com,"141 Kungsgatan, Uppsala",swe,millennial,top_10,354351.63,4429.4,often,335.32,27.33,13.07,18.83,17.78,22.99,1210.56,578.92,834.06,787.55,1018.32
6836,Patricia,Martin,female,patricia.martin804.us@gmail.com,"31 Park Ave, San Diego",usa,millennial,top_25,235645.06,9425.8,once,62.88,47.79,9.78,22.21,9.17,11.05,4504.59,921.84,2093.47,864.35,1041.55
6837,Yang,Lin,male,yang.lin791.cn@gmail.com,"135 Jiefang Rd, Hangzhou",china,boomer,bottom_50,94375.81,9437.58,sometimes,5.44,80.89,8.38,6.74,3.99,0.0,7634.06,790.87,636.09,376.56,0.0
6838,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,millennial,bottom_50,268196.4,26819.64,once,12.66,80.79,5.3,9.51,4.4,0.0,21667.59,1421.44,2550.55,1180.06,0.0
6839,Gang,Wu,male,gang.wu324.cn@gmail.com,"133 Jiefang Rd, Wuhan",china,millennial,bottom_50,50393.05,5039.31,once,7.3,80.71,7.39,8.63,3.27,0.0,4067.23,372.41,434.89,164.79,0.0
6840,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,gen_z,bottom_50,28520.81,2852.08,always,18.33,78.72,4.3,12.29,4.69,0.0,2245.16,122.64,350.52,133.76,0.0
6841,Xin,Yang,male,xin.yang279.cn@gmail.com,"11 Jiefang Rd, Hangzhou",china,boomer,bottom_50,102773.23,10277.32,sometimes,7.36,73.82,6.62,12.21,7.35,0.0,7586.72,680.36,1254.86,755.38,0.0
6842,Marcus,Eriksson,male,marcus.eriksson182.se@gmail.com,"143 Storgatan, Norrkoping",swe,gen_z,top_25,13097.93,523.92,always,41.6,40.46,16.5,28.27,5.01,9.76,211.98,86.45,148.11,26.25,51.13
6843,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,boomer,top_25,990052.34,39602.09,once,66.91,42.94,9.1,19.03,12.09,16.84,17005.14,3603.79,7536.28,4787.89,6668.99
6844,Riona,O'Brien,female,riona.obrien165.ie@gmail.com,"164 Merrion Sq, Limerick",ire,boomer,top_25,1597933.0,63917.32,often,32.18,40.13,7.38,18.21,12.14,22.14,25650.02,4717.1,11639.34,7759.56,14151.29
6845,Sophie,Bertrand,female,sophie.bertrand200.fr@gmail.com,"81 Rue Saint-Honore, Lille",fr,gen_z,top_25,76214.6,3048.58,often,44.82,46.35,14.18,24.73,3.63,11.11,1413.02,432.29,753.91,110.66,338.7
6846,Charles,Brown,male,charles.brown678.us@gmail.com,"53 Elm St, Phoenix",usa,gen_z,bottom_50,3293.87,329.39,once,19.03,71.19,5.52,21.06,2.23,0.0,234.49,18.18,69.37,7.35,0.0
6847,Clement,Fournier,male,clement.fournier761.fr@gmail.com,"172 Rue de Passy, Lyon",fr,boomer,bottom_50,559380.37,55938.04,often,20.91,80.13,1.41,9.71,8.75,0.0,44823.15,788.73,5431.58,4894.58,0.0
6848,Shu,Gao,female,shu.gao984.cn@gmail.com,"127 Nanjing Rd, Chengdu",china,millennial,top_25,118143.71,4725.75,sometimes,30.54,46.11,16.83,19.81,11.35,5.9,2179.04,795.34,936.17,536.37,278.82
6849,Yun,Yang,female,yun.yang751.cn@gmail.com,"65 Dongfeng Rd, Nanjing",china,millennial,bottom_50,55128.17,5512.82,sometimes,6.43,78.96,9.05,5.41,6.58,0.0,4352.92,498.91,298.24,362.74,0.0
6850,Cheng,Ma,male,cheng.ma221.cn@gmail.com,"110 Changan Ave, Nanjing",china,gen_z,top_25,216590.59,8663.62,sometimes,23.75,40.27,15.84,22.66,4.31,16.92,3488.84,1372.32,1963.18,373.4,1465.88
6851,Ting,Sun,female,ting.sun711.cn@gmail.com,"185 Dongfeng Rd, Nanjing",china,gen_z,top_25,159536.46,6381.46,sometimes,33.85,49.63,12.93,22.62,4.37,10.45,3167.12,825.12,1443.49,278.87,666.86
6852,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,millennial,top_25,184306.57,7372.26,once,62.08,44.7,13.02,20.76,6.73,14.79,3295.4,959.87,1530.48,496.15,1090.36
6853,Kimberly,Martin,female,kimberly.martin274.us@gmail.com,"107 Pine Rd, San Antonio",usa,gen_z,bottom_50,1137.55,113.75,once,13.88,69.27,6.91,18.36,5.46,0.0,78.79,7.86,20.88,6.21,0.0
6854,Richard,Davis,male,richard.davis536.us@gmail.com,"121 Main St, Houston",usa,gen_z,bottom_50,13936.83,1393.68,once,14.15,70.69,9.36,16.92,3.03,0.0,985.19,130.45,235.81,42.23,0.0
6855,Ying,Zhao,female,ying.zhao318.cn@gmail.com,"3 Zhongshan Ave, Shenzhen",china,gen_z,bottom_50,66154.1,6615.41,always,7.84,73.12,12.73,13.27,0.88,0.0,4837.19,842.14,877.86,58.22,0.0
6856,Marie,Bernard,female,marie.bernard219.fr@gmail.com,"50 Rue Saint-Honore, Lyon",fr,millennial,bottom_50,64079.88,6407.99,sometimes,15.05,76.82,4.1,10.02,9.06,0.0,4922.62,262.73,642.08,580.56,0.0
6857,Maeve,Kennedy,female,maeve.kennedy946.ie@gmail.com,"118 Grafton St, Drogheda",ire,gen_z,top_1,850855.9,4254.28,often,1503.51,15.36,19.56,20.1,14.38,30.6,653.46,832.14,855.11,611.77,1301.81
6858,Finn,Murphy,male,finn.murphy118.ie@gmail.com,"159 Grafton St, Cork",ire,gen_z,top_25,73657.08,2946.28,sometimes,39.86,35.84,16.38,32.59,6.42,8.77,1055.95,482.6,960.19,189.15,258.39
6859,Patricia,White,female,patricia.white458.us@gmail.com,"63 Pine Rd, San Jose",usa,millennial,bottom_50,163143.61,16314.36,always,22.99,80.63,4.54,11.14,3.69,0.0,13154.27,740.67,1817.42,602.0,0.0
6860,Ting,Wang,female,ting.wang163.cn@gmail.com,"129 Nanjing Rd, Nanjing",china,millennial,bottom_50,3279.0,327.9,once,8.05,75.61,10.11,13.31,0.97,0.0,247.93,33.15,43.64,3.18,0.0
6861,Jacques,Michel,male,jacques.michel641.fr@gmail.com,"101 Rue de Rivoli, Paris",fr,boomer,bottom_50,57283.86,5728.39,once,13.9,76.85,1.74,11.37,10.04,0.0,4402.27,99.67,651.32,575.13,0.0
6862,Anthony,Martin,male,anthony.martin870.us@gmail.com,"22 Cedar Ln, Los Angeles",usa,boomer,bottom_50,680952.38,68095.24,sometimes,11.76,81.68,0.53,9.28,8.51,0.0,55620.19,360.9,6319.24,5794.9,0.0
6863,Erik,Svensson,male,erik.svensson647.se@gmail.com,"14 Hornsgatan, Vasteras",swe,millennial,bottom_50,24807.06,2480.71,sometimes,16.12,80.36,7.08,11.86,0.7,0.0,1993.5,175.63,294.21,17.36,0.0
6864,Robert,Martinez,male,robert.martinez837.us@gmail.com,"106 Main St, San Antonio",usa,boomer,top_1,25816656.98,129083.28,often,526.29,26.11,1.62,17.93,19.36,34.98,33703.64,2091.15,23144.63,24990.52,45153.33
6865,Caoimhe,Walsh,female,caoimhe.walsh153.ie@gmail.com,"69 O'Connell St, Cork",ire,millennial,top_10,1230340.2,15379.25,often,175.72,34.5,13.53,17.67,9.77,24.53,5305.84,2080.81,2717.51,1502.55,3772.53
6866,Thomas,Hernandez,male,thomas.hernandez769.us@gmail.com,"185 Maple Dr, Philadelphia",usa,millennial,bottom_50,87509.22,8750.92,once,13.93,80.44,4.16,12.08,3.32,0.0,7039.24,364.04,1057.11,290.53,0.0
6867,Yang,Wang,male,yang.wang895.cn@gmail.com,"86 Nanjing Rd, Chengdu",china,millennial,bottom_50,25601.3,2560.13,often,5.34,80.2,5.59,12.42,1.79,0.0,2053.22,143.11,317.97,45.83,0.0
6868,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,ire,gen_z,top_10,268844.16,3360.55,always,154.94,30.84,17.5,22.92,12.37,16.37,1036.39,588.1,770.24,415.7,550.12
6869,Yu,Xu,female,yu.xu886.cn@gmail.com,"15 Huaihai Rd, Chengdu",china,millennial,top_25,123242.59,4929.7,always,22.41,47.8,18.06,16.8,9.1,8.24,2356.4,890.3,828.19,448.6,406.21
6870,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,millennial,top_1,1429620.41,7148.1,always,1479.53,21.94,2.93,26.8,16.32,32.01,1568.29,209.44,1915.69,1166.57,2288.11
6871,Nicolas,Roux,male,nicolas.roux873.fr@gmail.com,"188 Rue Nationale, Bordeaux",fr,boomer,top_10,1387686.19,17346.08,sometimes,159.0,29.77,12.07,19.61,24.82,13.73,5163.93,2093.67,3401.57,4305.3,2381.62
6872,Riona,Doyle,female,riona.doyle269.ie@gmail.com,"160 O'Connell St, Waterford",ire,millennial,bottom_50,178304.3,17830.43,once,14.79,81.11,5.48,10.79,2.62,0.0,14462.26,977.11,1923.9,467.16,0.0
6873,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,gen_z,bottom_50,44788.87,4478.89,once,12.27,72.79,8.04,15.33,3.84,0.0,3260.18,360.1,686.61,171.99,0.0
6874,Qiang,Wang,male,qiang.wang273.cn@gmail.com,"29 Renmin Rd, Suzhou",china,millennial,top_10,376826.97,4710.34,always,119.1,34.55,21.02,16.68,9.93,17.82,1627.42,990.11,785.68,467.74,839.38
6875,Shan,He,female,shan.he815.cn@gmail.com,"112 Changan Ave, Suzhou",china,millennial,top_10,340651.75,4258.15,sometimes,97.4,27.51,15.49,22.23,15.11,19.66,1171.42,659.59,946.59,643.41,837.15
